card_id,card_index,card_brand,card_type,has_chip,cards_issued,credit_limit,year_pin_last_changed,card_on_dark_web,expire_month,expire_year,opening_month,opening_year,user_id,card_last4
5482,2,Mastercard,Credit,YES,1,11000.0,2009,No,02,2023,06,2009,1778,2455
5483,3,Amex,Credit,YES,2,12700.0,2008,No,11,2024,09,2004,1778,7311
5484,4,Mastercard,Credit,YES,1,10100.0,2009,No,09,2012,11,2009,1778,8889
5485,0,Amex,Credit,NO,1,11300.0,2007,No,02,2022,06,2003,1779,7243
5486,1,Visa,Debit,YES,1,26596.0,2015,No,12,2020,04,2006,1779,8318
5487,2,Mastercard,Debit,YES,2,1807.0,2013,No,01,2023,11,2008,1779,1395
5488,3,Discover,Credit,YES,1,9700.0,2005,No,07,2024,11,2002,1779,9617
5489,4,Mastercard,Credit,YES,1,12300.0,2010,No,03,2020,12,2005,1779,0670
5490,0,Visa,Debit,YES,1,40914.0,2011,No,10,2024,11,2011,1780,4936
5491,1,Visa,Debit,YES,1,21749.0,2008,No,09,2021,04,1999,1780,0562
5492,2,Visa,Debit,YES,1,39491.0,2014,No,10,2024,09,2014,1780,5778
5493,0,Visa,Debit,YES,2,97352.0,2019,No,06,2021,03,2007,1781,7153
5494,1,Visa,Debit,NO,2,5921.0,2010,No,04,2021,04,2009,1781,0965
5495,2,Mastercard,Debit,YES,2,54057.0,2012,No,10,2023,11,2003,1781,7772
5496,3,Mastercard,Debit,NO,2,64565.0,2019,No,02,2021,02,2009,1781,7818
5497,4,Visa,Credit,YES,1,36700.0,2013,No,06,2022,10,2013,1781,0968
5498,0,Mastercard,Debit,YES,1,7175.0,2017,No,06,2022,09,2010,1782,0154
5499,1,Amex,Credit,YES,1,2800.0,2011,No,10,2024,10,2002,1782,1168
5500,0,Visa,Credit,YES,2,3600.0,2006,No,08,2023,04,2006,1783,0708
5501,1,Visa,Debit,YES,1,30348.0,2010,No,09,2020,08,2009,1783,5352
5502,0,Visa,Credit,YES,2,6000.0,2012,No,06,2022,09,2012,1784,9979
5503,0,Visa,Credit,YES,1,1700.0,2010,No,01,2023,06,2010,1785,3381
5504,0,Visa,Debit,YES,2,10755.0,2020,No,07,2006,09,2003,1786,2398
5505,1,Mastercard,Debit,YES,2,61262.0,2016,No,11,2023,12,2003,1786,7564
5506,2,Amex,Credit,YES,1,0.0,2009,No,01,2013,07,2001,1786,5330
5507,0,Mastercard,Credit,YES,2,3500.0,2020,No,06,2023,02,2020,1787,4664
5508,0,Mastercard,Credit,YES,2,7100.0,2017,No,01,2018,05,2017,1788,2050
5509,0,Mastercard,Debit (Prepaid),YES,2,51.0,2013,No,09,2022,02,2009,1789,1021
5510,1,Mastercard,Debit,YES,2,11457.0,2016,No,02,2022,01,2010,1789,1246
5511,2,Mastercard,Debit,NO,2,1563.0,2011,No,06,2023,02,2002,1789,6101
5512,0,Visa,Debit,YES,2,37325.0,2014,No,07,2021,11,2014,1790,7505
5513,1,Mastercard,Credit,NO,1,14200.0,2016,No,10,2022,05,2008,1790,9261
5514,2,Mastercard,Debit,YES,1,28815.0,2015,No,09,2021,06,2008,1790,3115
5515,3,Mastercard,Debit (Prepaid),YES,2,85.0,2010,No,02,2021,02,2010,1790,3795
5516,4,Visa,Debit,YES,2,15285.0,2009,No,11,2018,07,2009,1790,1900
5517,0,Mastercard,Debit,YES,2,10636.0,2011,No,07,2023,01,2011,1791,9960
5518,1,Visa,Debit,YES,1,12891.0,2013,No,10,2015,01,2013,1791,1310
5519,2,Mastercard,Debit,YES,1,11885.0,2013,No,10,2021,08,2013,1791,5189
5520,0,Mastercard,Debit,YES,2,2849.0,2012,No,02,2017,11,2003,1792,8660
5521,1,Visa,Debit,YES,1,3867.0,2009,No,08,2023,09,2009,1792,8860
5522,2,Visa,Debit,YES,2,6688.0,2016,No,10,2021,01,2010,1792,4934
5523,3,Mastercard,Debit,YES,2,8021.0,2018,No,12,2020,05,2001,1792,8718
5524,0,Mastercard,Debit,YES,1,27201.0,2011,No,05,2022,03,2011,1793,6520
5525,1,Visa,Credit,YES,2,12800.0,2009,No,12,2020,12,2007,1793,7271
5526,2,Mastercard,Debit (Prepaid),YES,2,96.0,2011,No,03,2020,01,2004,1793,9576
5527,3,Mastercard,Debit,NO,2,16426.0,2011,No,05,2023,11,2011,1793,9424
5528,0,Visa,Credit,YES,1,9100.0,2020,No,11,2021,02,2020,1794,0108
5529,0,Visa,Debit,YES,1,14546.0,2008,No,01,2023,09,2001,1795,0187
5530,1,Discover,Credit,YES,1,8400.0,2013,No,12,2020,03,1997,1795,1266
5531,2,Mastercard,Debit,YES,2,10815.0,2020,No,10,2020,11,2009,1795,5557
5532,3,Mastercard,Credit,NO,1,4000.0,2012,No,03,2021,12,2008,1795,2965
5533,0,Visa,Debit,YES,1,11254.0,2018,No,05,2020,04,1999,1796,1413
5534,1,Visa,Debit,YES,2,2271.0,2008,No,09,2020,04,2008,1796,6314
5535,2,Visa,Debit,YES,2,6311.0,2013,No,12,2007,05,2000,1796,8020
5536,3,Amex,Credit,YES,1,13700.0,2012,No,02,2020,01,2012,1796,4763
5537,0,Mastercard,Credit,YES,1,14300.0,2015,No,09,2024,09,2015,1797,3241
5538,0,Mastercard,Credit,YES,2,14600.0,2020,No,02,2020,02,2020,1798,1105
5539,0,Mastercard,Credit,YES,2,7100.0,2017,No,06,2021,03,2017,1799,9788
5540,0,Mastercard,Debit,YES,1,4534.0,2010,No,01,2024,01,2009,1800,8338
5541,1,Visa,Credit,YES,2,4200.0,2019,No,07,2021,08,2019,1800,7879
5542,2,Mastercard,Debit,NO,1,27117.0,2005,No,05,2024,12,2005,1800,5131
5543,0,Mastercard,Debit,NO,2,14404.0,2015,No,04,2023,04,2007,1801,9677
5544,1,Mastercard,Debit,YES,2,6360.0,2016,No,08,2012,03,2007,1801,2108
5545,2,Mastercard,Debit,YES,1,4701.0,2017,No,11,2020,03,2002,1801,9983
5546,0,Mastercard,Debit,YES,1,13793.0,2019,No,05,2024,07,2019,1802,9782
5547,1,Mastercard,Debit,YES,1,27569.0,2012,No,12,2012,06,2012,1802,6119
5548,2,Amex,Credit,YES,1,10400.0,2011,No,05,2021,01,2011,1802,9506
5549,0,Visa,Debit,NO,1,14959.0,2011,No,02,2021,07,2011,1803,2358
5550,1,Visa,Debit,YES,2,19713.0,2017,No,10,2022,07,2017,1803,0504
5551,2,Mastercard,Debit (Prepaid),YES,1,90.0,2015,No,03,2022,01,2015,1803,4543
5552,0,Amex,Credit,YES,2,15500.0,2020,No,02,2020,02,2020,1804,7853
5553,1,Visa,Credit,NO,1,19200.0,2020,No,05,2023,01,2020,1804,3949
5554,0,Visa,Debit,YES,1,16610.0,2020,No,06,2020,01,2020,1805,7532
5555,1,Visa,Debit,YES,1,21793.0,2013,No,06,2023,05,2013,1805,1867
5556,2,Visa,Debit,NO,1,15261.0,2020,No,07,2022,01,2020,1805,5816
5557,3,Visa,Debit,YES,1,25919.0,2011,No,04,2024,01,2011,1805,4573
5558,0,Mastercard,Debit,YES,2,4546.0,2010,No,01,2016,01,2004,1806,1773
5559,1,Discover,Credit,YES,2,9600.0,2020,No,07,2022,02,2020,1806,0910
5560,0,Visa,Debit,YES,1,9238.0,2020,No,04,2024,02,2020,1807,9526
5561,1,Mastercard,Debit,YES,2,15474.0,2020,No,10,2022,02,2020,1807,3618
5562,0,Amex,Credit,YES,2,9500.0,2015,No,07,2022,07,2008,1808,2116
5563,1,Visa,Debit,YES,1,7030.0,2011,No,04,2003,01,2001,1808,5456
5564,2,Mastercard,Debit (Prepaid),YES,2,25.0,2010,No,05,2020,10,2009,1808,8417
5565,0,Mastercard,Debit,YES,2,15125.0,2014,No,08,2024,05,2014,1809,6314
5566,1,Visa,Credit,YES,2,13200.0,2010,No,06,2020,02,2010,1809,8514
5567,2,Mastercard,Debit (Prepaid),YES,2,130.0,2014,No,09,2006,08,2006,1809,5379
5568,0,Visa,Debit,YES,1,13193.0,2017,No,11,2023,01,2017,1810,5962
5569,1,Mastercard,Debit,YES,1,16187.0,2011,No,05,2020,09,2011,1810,0556
5570,0,Mastercard,Debit,YES,2,1627.0,2013,No,10,2020,10,2000,1811,9592
5571,1,Mastercard,Credit,YES,2,5600.0,2008,No,10,2007,01,2006,1811,4529
5572,2,Mastercard,Credit,YES,1,9600.0,2016,No,09,2024,12,2003,1811,5686
5573,0,Amex,Credit,YES,1,89900.0,2020,No,07,2020,02,2020,1812,5638
5574,1,Amex,Credit,YES,2,44100.0,2020,No,07,2024,02,2020,1812,4239
5575,0,Visa,Debit,YES,2,19446.0,2020,No,02,2020,02,2020,1813,6610
5576,0,Visa,Credit,NO,2,29900.0,2017,No,08,2023,03,2010,1814,5954
5577,1,Mastercard,Debit,YES,1,33506.0,2011,No,03,2017,12,2008,1814,7218
5578,0,Visa,Debit,YES,1,20971.0,2020,No,07,2023,01,2020,1815,6885
5579,1,Mastercard,Debit (Prepaid),YES,2,65.0,2009,No,06,2020,05,2006,1815,6788
5580,0,Visa,Debit,YES,2,18808.0,2013,No,06,2019,09,2011,1816,2213
5581,1,Mastercard,Debit,NO,2,8723.0,2020,No,07,2021,02,2020,1816,4803
5582,0,Mastercard,Debit,YES,2,28003.0,2009,No,12,2016,04,2009,1817,7811
5583,1,Mastercard,Debit,YES,2,15972.0,2013,No,07,2022,04,2013,1817,9097
5584,2,Visa,Debit,YES,1,22342.0,2014,No,10,2018,08,2014,1817,4610
5585,3,Mastercard,Debit,NO,1,21058.0,2015,No,04,2020,06,2015,1817,3575
5586,0,Mastercard,Debit (Prepaid),YES,2,26.0,2020,No,04,2021,01,2020,1818,3879
5587,0,Visa,Debit,NO,1,24605.0,2020,No,08,2023,02,2020,1819,7583
5588,1,Mastercard,Debit,YES,2,23529.0,2020,No,11,2021,01,2020,1819,4195
5589,2,Visa,Debit,YES,2,20780.0,2020,No,01,2023,02,2020,1819,3891
5590,0,Visa,Credit,YES,2,3900.0,2012,No,11,2022,04,2012,1820,0137
5591,0,Mastercard,Debit,YES,2,4392.0,2017,No,07,2024,10,2010,1821,6306
5592,0,Mastercard,Credit,YES,1,12300.0,2013,No,10,2020,05,2010,1822,9928
5593,1,Amex,Credit,YES,2,11100.0,2016,No,04,2024,02,2016,1822,1360
5594,2,Visa,Debit (Prepaid),YES,2,93.0,2019,No,11,2020,07,2019,1822,4583
5595,3,Mastercard,Credit,YES,1,9500.0,2015,No,07,2024,09,2010,1822,7867
5596,0,Visa,Credit,YES,1,12000.0,2011,No,11,2022,12,2004,1823,8273
5597,1,Mastercard,Debit,YES,2,11999.0,2015,No,07,2020,01,2007,1823,8376
5598,2,Mastercard,Credit,YES,2,0.0,2019,No,01,2021,06,2019,1823,6142
5599,3,Mastercard,Debit,YES,2,18991.0,2011,No,09,2021,12,2005,1823,9099
5600,4,Mastercard,Debit,YES,1,27146.0,2011,No,10,2024,02,2006,1823,9648
5601,0,Visa,Debit (Prepaid),YES,2,32.0,2009,No,10,2024,01,2002,1824,3724
5602,1,Visa,Debit,YES,2,19103.0,2011,No,04,2023,03,2002,1824,3663
5603,2,Visa,Credit,YES,2,11400.0,2016,No,10,2021,03,2016,1824,3384
5604,0,Visa,Debit (Prepaid),YES,1,75.0,2007,No,10,2023,10,2005,1825,8370
5605,0,Visa,Credit,YES,1,12700.0,2020,No,12,2020,03,2010,1826,6227
5606,1,Mastercard,Debit (Prepaid),YES,1,61.0,2012,No,05,2023,10,2004,1826,4198
5607,2,Discover,Credit,YES,2,24400.0,2011,No,08,2018,02,2010,1826,3018
5608,3,Mastercard,Debit,YES,2,32895.0,2005,No,02,2023,09,2004,1826,6715
5609,4,Mastercard,Credit,YES,1,14300.0,2010,No,09,2006,02,2005,1826,4521
5610,0,Mastercard,Credit,NO,1,9400.0,2020,No,11,2023,01,2020,1827,0062
5611,1,Mastercard,Debit,YES,1,11364.0,2020,No,01,2024,01,2020,1827,1641
5612,0,Visa,Debit,YES,1,24308.0,2011,No,07,2023,05,2006,1828,8319
5613,1,Mastercard,Debit,YES,1,26328.0,2005,No,07,2011,12,2004,1828,8573
5614,2,Visa,Debit,YES,1,21655.0,2009,No,06,2018,05,2006,1828,0528
5615,3,Visa,Debit,YES,1,23300.0,2012,No,01,2022,01,2012,1828,8530
5616,4,Visa,Credit,YES,1,15900.0,2013,No,05,2023,07,2010,1828,2614
5617,5,Mastercard,Credit,YES,2,8500.0,2011,No,03,2023,08,2008,1828,9894
5618,0,Visa,Debit (Prepaid),YES,1,60.0,2020,No,09,2020,01,2020,1829,5879
5619,1,Visa,Debit,NO,2,15234.0,2020,No,02,2021,02,2020,1829,8303
5620,2,Visa,Debit,YES,2,30870.0,2020,No,10,2022,01,2020,1829,3046
5621,3,Visa,Debit,YES,1,30155.0,2020,No,03,2021,01,2020,1829,9993
5622,0,Mastercard,Debit,YES,1,23088.0,2018,No,03,2020,04,2018,1830,9320
5623,0,Mastercard,Debit,YES,2,23397.0,2020,No,12,2024,02,2020,1831,6806
5624,1,Mastercard,Credit,YES,2,9100.0,2020,No,03,2022,01,2020,1831,8367
5625,0,Visa,Credit,YES,2,6600.0,2020,No,02,2020,01,2020,1832,8484
5626,1,Mastercard,Credit,YES,2,7000.0,2011,No,02,2020,03,2011,1832,7195
5627,0,Amex,Credit,YES,1,11600.0,2009,No,12,2001,07,1998,1833,4504
5628,1,Amex,Credit,YES,2,0.0,2020,No,12,2022,02,2020,1833,9012
5629,2,Mastercard,Debit,YES,2,14699.0,2016,No,11,2022,08,2016,1833,4662
5630,3,Mastercard,Debit,YES,2,20289.0,2011,No,07,2022,10,2011,1833,0029
5631,0,Mastercard,Debit,YES,2,16474.0,2010,No,12,2024,02,2010,1834,6556
5632,1,Visa,Debit,YES,2,3356.0,2020,No,02,2020,02,2020,1834,9689
5633,2,Visa,Debit,YES,2,14679.0,2020,No,02,2020,01,2020,1834,0765
5634,3,Discover,Credit,YES,2,4300.0,2012,No,08,2020,08,2012,1834,7419
5635,0,Mastercard,Debit,YES,1,946.0,2015,No,09,2021,11,2003,1835,8947
5636,1,Mastercard,Debit,YES,2,7720.0,2007,No,04,2024,10,2007,1835,7814
5637,2,Mastercard,Credit,YES,2,3500.0,2014,No,08,2015,05,2014,1835,4485
5638,0,Visa,Credit,YES,1,13700.0,2017,No,04,2023,04,2017,1836,0027
5639,1,Visa,Credit,YES,1,16700.0,2007,No,02,2024,08,2007,1836,8403
5640,0,Visa,Credit,YES,1,18800.0,2020,No,08,2021,01,2020,1837,2488
5641,0,Mastercard,Debit,YES,2,15518.0,2011,No,04,2020,04,2007,1838,3319
5642,1,Visa,Debit,YES,2,27313.0,2017,No,10,2024,08,2017,1838,7195
5643,2,Mastercard,Debit,YES,1,21989.0,2009,No,06,2022,04,2009,1838,1046
5644,3,Discover,Credit,YES,1,12900.0,2013,No,02,2020,09,2010,1838,0812
5645,4,Mastercard,Debit,YES,2,20026.0,2010,No,10,2021,10,2008,1838,7223
5646,0,Visa,Debit,YES,2,10676.0,2013,No,03,2023,10,2013,1839,7452
5647,1,Mastercard,Debit,YES,2,27447.0,2010,No,07,2023,06,2008,1839,1743
5648,2,Mastercard,Debit,YES,2,16617.0,2011,No,01,2019,05,2010,1839,5219
5649,3,Visa,Debit,YES,2,12173.0,2020,No,09,2020,01,2020,1839,8834
5650,0,Mastercard,Debit,NO,1,2105.0,2020,No,12,2021,02,2020,1840,8803
5651,0,Mastercard,Debit,YES,1,16678.0,2015,No,04,2023,12,2015,1841,3264
5652,1,Mastercard,Debit,YES,1,14123.0,2006,No,03,2020,07,2003,1841,1805
5653,2,Visa,Debit,YES,1,11281.0,2020,No,07,2023,02,2020,1841,3920
5654,3,Mastercard,Credit,NO,2,10300.0,2006,No,09,2021,01,1998,1841,5576
5655,4,Visa,Debit (Prepaid),YES,2,102.0,2011,No,04,2020,05,2004,1841,2403
5656,0,Visa,Debit,YES,1,11254.0,2012,No,12,2019,12,2012,1842,4196
5657,1,Visa,Debit,NO,2,10703.0,2018,No,05,2023,10,2018,1842,4351
5658,2,Mastercard,Credit,YES,1,5000.0,2016,No,04,2021,01,2006,1842,1526
5659,3,Mastercard,Debit,YES,2,8002.0,2020,No,09,2021,02,2020,1842,4433
5660,0,Visa,Debit,YES,2,18969.0,2010,No,01,2012,03,2010,1843,2281
5661,1,Mastercard,Debit,YES,1,12931.0,2013,No,04,2019,02,2013,1843,7312
5662,0,Visa,Debit,YES,2,18112.0,2011,No,07,2008,05,2008,1844,4536
5663,0,Visa,Debit,YES,1,13034.0,2006,No,06,2021,11,2006,1845,1924
5664,1,Visa,Debit (Prepaid),YES,1,71.0,2017,No,04,2021,10,2017,1845,5440
5665,2,Visa,Debit,YES,1,10374.0,2007,No,05,2021,02,2007,1845,7726
5666,3,Visa,Debit,YES,1,13382.0,2014,No,09,2016,08,2014,1845,0501
5667,4,Visa,Debit,YES,1,11063.0,2011,No,02,2020,07,2006,1845,1151
5668,0,Mastercard,Credit,YES,2,700.0,2020,No,03,2020,01,2020,1846,7351
5669,0,Mastercard,Debit (Prepaid),YES,2,55.0,2011,No,02,2023,12,2009,1847,3849
5670,0,Visa,Debit,YES,1,18358.0,2010,No,01,2024,02,2007,1848,9577
5671,1,Visa,Credit,YES,1,8700.0,2010,No,10,2022,06,2001,1848,2654
5672,2,Mastercard,Debit,YES,2,1966.0,2011,No,12,2009,12,2009,1848,0318
5673,0,Mastercard,Debit,YES,1,13257.0,2012,No,11,2017,05,2012,1849,1232
5674,1,Visa,Debit,YES,1,20297.0,2019,No,12,2019,11,2019,1849,6777
5675,0,Visa,Credit,YES,2,7500.0,2020,No,04,2023,02,2020,1850,5871
5676,0,Mastercard,Debit,YES,1,31696.0,2015,No,10,2018,06,2006,1851,0351
5677,0,Amex,Credit,YES,2,7400.0,2012,No,09,2010,02,2010,1852,0844
5678,1,Visa,Debit,NO,2,7644.0,2010,No,11,2022,01,2010,1852,0231
5679,0,Visa,Credit,NO,1,13600.0,2011,No,06,2021,04,2007,1853,1425
5680,1,Mastercard,Debit (Prepaid),YES,1,40.0,2011,No,11,2022,04,2008,1853,1141
5681,2,Mastercard,Debit (Prepaid),YES,2,61.0,2013,No,08,2007,07,2000,1853,7430
5682,3,Mastercard,Debit,YES,1,7597.0,2005,No,07,2022,02,2002,1853,5497
5683,4,Visa,Credit,NO,2,9900.0,2006,No,07,2024,04,2005,1853,3775
5684,0,Mastercard,Debit,YES,2,7898.0,2014,No,12,2021,02,2007,1854,9739
5685,1,Amex,Credit,YES,1,12700.0,2019,No,02,2020,12,2019,1854,2838
5686,2,Visa,Debit,NO,1,34329.0,2010,No,04,2018,12,2003,1854,7532
5687,0,Mastercard,Debit,NO,1,25206.0,2018,No,08,2021,03,2006,1855,7886
5688,1,Mastercard,Debit (Prepaid),YES,1,89.0,2012,No,10,2021,09,2002,1855,1348
5689,2,Visa,Debit,YES,3,15143.0,2014,No,04,2024,03,2010,1855,6977
5690,0,Mastercard,Credit,YES,2,12700.0,2010,No,10,2010,05,2010,1856,5982
5691,1,Visa,Debit (Prepaid),YES,2,53.0,2009,No,04,2024,09,2009,1856,3529
5692,2,Mastercard,Debit (Prepaid),YES,2,67.0,2016,No,07,2023,07,2009,1856,8180
5693,3,Mastercard,Debit,NO,2,22839.0,2015,No,04,2020,07,2010,1856,9990
5694,0,Mastercard,Debit,YES,1,17252.0,2020,No,05,2024,01,2020,1857,7695
5695,1,Visa,Debit,YES,1,19103.0,2011,No,03,2024,03,2011,1857,4738
5696,2,Visa,Debit,NO,1,15619.0,2014,No,05,2020,07,2014,1857,8889
5697,3,Mastercard,Debit,YES,1,17512.0,2018,No,02,2020,03,2018,1857,4628
5698,4,Visa,Credit,YES,1,9300.0,2008,No,11,2020,01,2008,1857,5464
5699,5,Discover,Credit,YES,2,9300.0,2011,No,03,2021,06,2011,1857,3477
5700,6,Mastercard,Debit,YES,1,13584.0,2019,No,01,2021,09,2019,1857,4866
5701,0,Amex,Credit,YES,2,8300.0,2020,No,02,2020,02,2020,1858,1264
5702,1,Visa,Credit,YES,1,7000.0,2020,No,10,2024,01,2020,1858,6106
5703,2,Mastercard,Debit (Prepaid),YES,1,80.0,2020,No,01,2020,01,2020,1858,5606
5704,3,Visa,Debit,YES,1,3678.0,2020,No,02,2020,01,2020,1858,7798
5705,4,Mastercard,Debit,YES,1,5826.0,2020,No,02,2020,01,2020,1858,4587
5706,0,Amex,Credit,YES,2,8200.0,2020,No,03,2024,02,2020,1859,5899
5707,1,Discover,Credit,YES,1,13000.0,2013,No,10,2023,04,2013,1859,5390
5708,2,Mastercard,Debit,YES,2,20430.0,2016,No,05,2022,06,2016,1859,3906
5709,3,Mastercard,Credit,YES,1,8300.0,2020,No,02,2020,01,2020,1859,7474
5710,0,Mastercard,Debit,YES,1,10882.0,2017,No,07,2019,04,2017,1860,6637
5711,1,Visa,Debit,YES,1,19454.0,2013,No,03,2022,06,2013,1860,4993
5712,2,Mastercard,Debit,YES,1,19624.0,2014,No,02,2020,05,2014,1860,0680
5713,3,Amex,Credit,YES,1,8700.0,2010,No,08,2012,02,2010,1860,0622
5714,4,Mastercard,Credit,YES,1,8000.0,2020,No,12,2020,01,2020,1860,8071
5715,5,Visa,Debit,YES,1,14540.0,2002,No,03,2020,09,2002,1860,3649
5716,6,Mastercard,Credit,YES,1,7300.0,2013,No,06,2023,08,2010,1860,7818
5717,0,Visa,Credit,YES,2,12200.0,2010,No,03,2015,06,2010,1861,2968
5718,1,Visa,Credit,YES,1,5000.0,2013,No,01,2021,06,2013,1861,6252
5719,2,Mastercard,Credit,YES,1,11200.0,2010,No,03,2020,10,2010,1861,8437
5720,3,Visa,Credit,NO,2,11200.0,2011,No,07,2016,12,2010,1861,5583
5721,4,Visa,Debit,YES,1,26730.0,2010,No,12,2012,08,2008,1861,4192
5722,0,Mastercard,Credit,YES,2,11500.0,2014,No,07,2017,01,2014,1862,8518
5723,1,Mastercard,Debit,YES,2,16747.0,2020,No,10,2022,02,2020,1862,1771
5724,2,Visa,Debit,YES,1,11574.0,2009,No,09,2011,04,2006,1862,6363
5725,3,Mastercard,Debit,NO,1,13772.0,2009,No,06,2008,01,2007,1862,4085
5726,0,Visa,Debit,YES,1,271.0,2012,No,02,2021,04,2009,1863,9861
5727,1,Amex,Credit,YES,2,16100.0,2014,No,05,2022,10,2014,1863,2832
5728,2,Mastercard,Debit,YES,2,11039.0,2020,No,02,2020,02,2020,1863,5973
5729,0,Mastercard,Credit,YES,2,19800.0,2012,No,08,2017,09,2012,1864,3249
5730,0,Discover,Credit,YES,2,5700.0,2013,No,11,2024,04,2013,1865,1875
5731,1,Mastercard,Credit,NO,1,7200.0,2012,No,03,2011,12,2003,1865,1776
5732,2,Mastercard,Debit (Prepaid),YES,2,11.0,2013,No,09,2020,02,2009,1865,6950
5733,0,Mastercard,Debit,YES,2,45373.0,2020,No,10,2021,01,2020,1866,9659
5734,1,Visa,Credit,NO,1,21000.0,2015,No,06,2011,06,2007,1866,2821
5735,2,Visa,Debit,YES,1,43287.0,2013,No,08,2021,07,2006,1866,8607
5736,3,Visa,Debit,YES,1,42176.0,2008,No,07,2021,04,2008,1866,6469
5737,4,Mastercard,Debit,YES,2,19789.0,2010,No,03,2022,03,2006,1866,8894
5738,0,Mastercard,Debit,YES,1,24508.0,2009,No,07,2022,03,2008,1867,2158
5739,1,Mastercard,Debit,YES,1,25197.0,2011,No,03,2024,09,2008,1867,3311
5740,0,Mastercard,Credit,YES,2,9300.0,2015,No,10,2022,12,2015,1868,6797
5741,1,Visa,Debit,YES,1,16047.0,2019,No,08,2020,12,2019,1868,5499
5742,0,Mastercard,Debit,YES,1,27795.0,2014,No,12,2023,10,2009,1869,8331
5743,1,Discover,Credit,YES,2,16100.0,2011,No,04,2020,08,2011,1869,1373
5744,0,Mastercard,Debit,YES,2,14027.0,2014,No,05,2023,12,2007,1870,8479
5745,1,Discover,Credit,YES,1,10600.0,2007,No,08,2024,02,2003,1870,0610
5746,0,Visa,Debit,YES,2,26995.0,2009,No,12,2023,07,2000,1871,9410
5747,0,Mastercard,Credit,YES,1,10400.0,2020,No,01,2020,01,2020,1872,1787
5748,1,Mastercard,Credit,YES,2,11400.0,2020,No,09,2023,02,2020,1872,3935
5749,2,Visa,Credit,YES,2,11900.0,2020,No,01,2022,01,2020,1872,2776
5750,0,Visa,Debit,YES,1,29065.0,2020,No,09,2021,02,2020,1873,1092
5751,1,Mastercard,Debit (Prepaid),YES,2,55.0,2020,No,07,2023,01,2020,1873,7876
5752,2,Visa,Debit (Prepaid),YES,1,89.0,2020,No,01,2020,01,2020,1873,7258
5753,0,Mastercard,Credit,YES,2,22800.0,2020,No,03,2020,02,2020,1874,8768
5754,0,Visa,Credit,NO,2,4300.0,2013,No,04,2021,12,2013,1875,4833
5755,1,Visa,Debit,NO,1,38900.0,2013,No,02,2021,06,2013,1875,0462
5756,0,Discover,Credit,NO,1,9500.0,2009,No,11,2012,08,2008,1876,3692
5757,1,Mastercard,Debit,YES,2,17633.0,2020,No,02,2020,02,2020,1876,9377
5758,0,Mastercard,Credit,YES,1,7400.0,2011,No,11,2020,06,2005,1877,5322
5759,1,Mastercard,Debit,YES,1,9001.0,2015,No,07,2024,06,2015,1877,4072
5760,2,Mastercard,Debit,NO,2,9669.0,2011,No,08,2023,04,2008,1877,9872
5761,3,Mastercard,Debit,YES,2,16491.0,2012,No,08,2024,12,2012,1877,0345
5762,4,Visa,Credit,YES,1,7800.0,2012,No,12,2013,05,2006,1877,7147
5763,0,Mastercard,Debit,YES,2,12183.0,2014,No,02,2023,05,2014,1878,5701
5764,1,Visa,Credit,YES,1,8900.0,2016,No,12,2022,09,2010,1878,9473
5765,0,Mastercard,Debit,NO,1,13558.0,2020,No,10,2023,01,2020,1879,7050
5766,1,Visa,Credit,YES,1,12600.0,2020,No,06,2023,02,2020,1879,4516
5767,0,Mastercard,Debit,YES,1,10742.0,2020,No,10,2023,02,2020,1880,0306
5768,1,Visa,Credit,YES,2,8100.0,2020,No,02,2020,01,2020,1880,4146
5769,2,Visa,Debit,YES,1,12240.0,2020,No,10,2024,01,2020,1880,5736
5770,0,Mastercard,Credit,YES,1,28000.0,2007,No,02,2024,05,2007,1881,2913
5771,1,Mastercard,Debit,NO,1,19843.0,2015,No,06,2020,09,2006,1881,2558
5772,2,Visa,Debit,YES,2,4707.0,2010,No,02,2021,08,2010,1881,5049
5773,3,Amex,Credit,YES,1,16200.0,2010,No,01,2024,05,2010,1881,4488
5774,4,Mastercard,Debit (Prepaid),YES,1,58.0,2019,No,10,2020,06,2019,1881,3282
5775,5,Visa,Credit,YES,2,21600.0,2015,No,02,2020,08,2003,1881,0305
5776,6,Mastercard,Debit,YES,2,4707.0,2015,No,01,2022,04,2006,1881,4108
5777,7,Mastercard,Debit,YES,3,27178.0,2011,No,05,2024,07,2011,1881,0389
5778,0,Mastercard,Credit,YES,2,8100.0,2014,No,03,2023,05,2008,1882,8765
5779,1,Mastercard,Debit,YES,2,16815.0,2014,No,02,2024,01,2008,1882,0404
5780,2,Visa,Debit (Prepaid),YES,1,0.0,2012,No,02,2022,06,2009,1882,6128
5781,0,Mastercard,Credit,YES,1,51900.0,2009,No,03,2023,05,2006,1883,6910
5782,1,Mastercard,Credit,YES,1,17700.0,2009,No,02,2020,06,2008,1883,6992
5783,2,Mastercard,Debit,YES,1,47211.0,2010,No,07,2023,04,2010,1883,4197
5784,0,Amex,Credit,NO,2,17800.0,2009,No,03,2024,01,2009,1884,5378
5785,1,Visa,Debit,YES,1,29685.0,2018,No,10,2019,02,2018,1884,0787
5786,2,Visa,Credit,NO,1,12700.0,2013,No,08,2024,06,2010,1884,0920
5787,3,Visa,Debit,YES,1,21744.0,2011,No,08,2022,06,2006,1884,5890
